,Date of Funding Event,Event ID,Event Type,Funding in USD,Target Company ID,countries,clusters,Target Name,isProfileOrganization,Quarter of Funding Event,Year of Funding Event
12320,#########,"(u'304031229',)",Private Investment,2000000,1b1628d4d7933605ce6a2272a8a6df8a,United States,"Fashion, Visual search, Shoes, Apparel",vPersonalize Inc.,TRUE,2,2015
12321,#########,"(u'638385514',)",Private Investment,37000000,7dd7efec3ab12ac2a8bf9a7351e08b42,United States,"Insurtech, Insurance industry, Underwriting, Insurance products","Arceo Labs, Inc.",TRUE,3,2019
12322,#########,"(u'311890971',)",Merger/Acquisition,2.65E+08,17e44497f9f31381d0b2efeb99421d82,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Portware LLC,TRUE,4,2015
12323,#########,"(u'269892526',)",Private Investment,0,17e44497f9f31381d0b2efeb99421d82,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Portware LLC,TRUE,3,2014
12324,#########,"(u'559039589',)",Private Investment,0,c0951c2afcb26e365d15d285933996fb,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","Metamoto, Inc.",TRUE,2,2018
12325,#########,"(u'531004835',)",Private Investment,2000000,c0951c2afcb26e365d15d285933996fb,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","Metamoto, Inc.",TRUE,3,2017
12326,#########,"(u'602448365',)",Private Investment,7000000,32a75f70c12ec4e282c7a0c0ac81e42c,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Inshur Inc.,TRUE,3,2019
12327,#########,"(u'628714050',)",Private Investment,7261004,88e2c08f295b4acd4012b857d61d4c1e,China,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring",Bailian AI,TRUE,3,2019
12328,#########,"(u'301525354',)",Private Investment,260000,43525605d77d78220d2f2fcb6ae45ee3,United States,"Wellness, Wearable, Fitness, Emotions","Atlas Wearables, Inc.",TRUE,2,2015
12329,#########,"(u'323203774',)",Private Investment,500000,43525605d77d78220d2f2fcb6ae45ee3,United States,"Wellness, Wearable, Fitness, Emotions","Atlas Wearables, Inc.",TRUE,1,2016
12330,#########,"(u'276645293',)",Private Investment,1500000,43525605d77d78220d2f2fcb6ae45ee3,United States,"Wellness, Wearable, Fitness, Emotions","Atlas Wearables, Inc.",TRUE,4,2014
12331,#########,"(u'291859645',)",Private Investment,538764,e64de3553a35fcbc1e058dcc78a3db83,France,"Meetings, Sales automation, Prospects, Sales teams",Swapcard Corporation,TRUE,2,2015
12332,#########,"(u'570335281',)",Private Investment,4729810,e64de3553a35fcbc1e058dcc78a3db83,France,"Meetings, Sales automation, Prospects, Sales teams",Swapcard Corporation,TRUE,2,2018
12333,#########,"(u'542372373',)",Private Investment,1767826,2b5b087ffe17748689f1e6f7fb6ecae4,Germany,"Topics, Video content, Readers, Personalized content",Merkurist Rhein-Main GmbH,TRUE,3,2017
12334,#########,"(u'102218001',)",Merger/Acquisition,22385861,c6e2ba329b117e143f560f56fe9916b9,United Kingdom,"Fraud detection, Merchants, Laundering, Personal finance",Datamine International Limited,TRUE,2,2010
12335,#########,"(u'307789156',)",Merger/Acquisition,32235039,c6e2ba329b117e143f560f56fe9916b9,United Kingdom,"Fraud detection, Merchants, Laundering, Personal finance",Datamine International Limited,TRUE,3,2015
12336,#########,"(u'228773542',)",Private Investment,1482096,c0dddd7b1cbb94218f1820f413ec41aa,Canada,"Agriculture, Farmers, Farming, Crop","Vive Crop Protection, Inc.",TRUE,1,2013
12337,#########,"(u'634893660',)",Private Investment,7529327,c0dddd7b1cbb94218f1820f413ec41aa,Canada,"Agriculture, Farmers, Farming, Crop","Vive Crop Protection, Inc.",TRUE,3,2019
12338,#########,"(u'533802112',)",Private Investment,1420600,c0dddd7b1cbb94218f1820f413ec41aa,Canada,"Agriculture, Farmers, Farming, Crop","Vive Crop Protection, Inc.",TRUE,3,2017
12339,#########,"(u'144936694',)",Private Investment,96553,c0dddd7b1cbb94218f1820f413ec41aa,Canada,"Agriculture, Farmers, Farming, Crop","Vive Crop Protection, Inc.",TRUE,4,2011
12340,#########,"(u'559313294',)",Private Investment,1947920,2dbc12e4751864dfcf28b6ae56592a9b,Canada,"Data centers, Migration, Cloud management, Application performance",GPU.One Enterprise Inc.,TRUE,2,2018
12341,#########,"(u'635922725',)",Private Investment,7403112,34fc854f9cf676559cbc62f9f2d9c4d1,United Kingdom,"Topics, Video content, Readers, Personalized content",Spirable,TRUE,3,2019
12342,#########,"(u'552098712',)",Private Investment,1751461,34fc854f9cf676559cbc62f9f2d9c4d1,United Kingdom,"Topics, Video content, Readers, Personalized content",Spirable,TRUE,1,2018
12343,#########,"(u'531079076',)",Private Investment,0,34fc854f9cf676559cbc62f9f2d9c4d1,United Kingdom,"Topics, Video content, Readers, Personalized content",Spirable,TRUE,1,2016
12344,#########,"(u'280524680',)",Public Offering,4.41E+08,50808dfdaba132acaa6faa4f6603ecfe,United States,"Lending, Loans, Credit score, Consumer finance","Black Knight, Inc.",TRUE,2,2015
12345,#########,"(u'636241549',)",Private Investment,1878245,9829b44b368e868af981ca411ffd1677,Belgium,"Commercial real estate, Landlords, Estate agents, Property management",Nodalview S.A.,TRUE,3,2019
12346,#########,"(u'613662623',)",Private Investment,11510316,82db9cd4fcb7a634c27fe5eaba2e3ab9,United States,"Semiconductor, Chips, Processors, Low power",Coder Technologies Inc.,TRUE,2,2019
12347,#########,"(u'587998621',)",Private Investment,6929979,82db9cd4fcb7a634c27fe5eaba2e3ab9,United States,"Semiconductor, Chips, Processors, Low power",Coder Technologies Inc.,TRUE,4,2018
12348,#########,"(u'285647144',)",Private Investment,15440,be43e0d7d8019f92c8cb3617f7b24243,United Kingdom,"Student, Edtech, Children, Career",CEED LTD,TRUE,1,2015
12349,#########,"(u'637452645',)",Private Investment,4000000,be43e0d7d8019f92c8cb3617f7b24243,United Kingdom,"Student, Edtech, Children, Career",CEED LTD,TRUE,3,2019
12350,#########,"(u'573883427',)",Private Investment,16000000,be43e0d7d8019f92c8cb3617f7b24243,United Kingdom,"Student, Edtech, Children, Career",CEED LTD,TRUE,3,2018
12351,#########,"(u'408632462',)",Private Investment,4382889,be43e0d7d8019f92c8cb3617f7b24243,United Kingdom,"Student, Edtech, Children, Career",CEED LTD,TRUE,4,2016
12352,#########,"(u'408630529',)",Private Investment,1917121,be43e0d7d8019f92c8cb3617f7b24243,United Kingdom,"Student, Edtech, Children, Career",CEED LTD,TRUE,4,2015
12353,#########,"(u'413836282',)",Private Investment,31000000,c1871d4d4a1381c523399086e480fe95,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Dynamic Yield Ltd.,TRUE,3,2017
12354,#########,"(u'607624337',)",Merger/Acquisition,3.00E+08,c1871d4d4a1381c523399086e480fe95,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Dynamic Yield Ltd.,TRUE,2,2019
12355,#########,"(u'237456724',)",Private Investment,2000000,c1871d4d4a1381c523399086e480fe95,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Dynamic Yield Ltd.,TRUE,2,2013
12356,#########,"(u'266518390',)",Private Investment,12250000,c1871d4d4a1381c523399086e480fe95,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Dynamic Yield Ltd.,TRUE,2,2014
12357,#########,"(u'576770886',)",Private Investment,38000000,c1871d4d4a1381c523399086e480fe95,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Dynamic Yield Ltd.,TRUE,4,2018
12358,#########,"(u'540950266',)",Private Investment,13308842,586238ec9f30fc9eb9b7470a03d1fd25,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Dave Inc.,TRUE,4,2017
12359,#########,"(u'428694690',)",Private Investment,3000000,586238ec9f30fc9eb9b7470a03d1fd25,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Dave Inc.,TRUE,2,2017
12360,#########,"(u'639070503',)",Private Investment,50000000,586238ec9f30fc9eb9b7470a03d1fd25,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Dave Inc.,TRUE,3,2019
12361,#########,"(u'269709243',)",Private Investment,25050000,42d56e97a2aca0a50843bf29728f4005,United States,"Threat, Network security, Cybersecurity, Security solutions","Vectra AI, Inc.",TRUE,3,2014
12362,#########,"(u'261130472',)",Private Investment,17800000,42d56e97a2aca0a50843bf29728f4005,United States,"Threat, Network security, Cybersecurity, Security solutions","Vectra AI, Inc.",TRUE,1,2014
12363,#########,"(u'145526513',)",Private Investment,5300000,42d56e97a2aca0a50843bf29728f4005,United States,"Threat, Network security, Cybersecurity, Security solutions","Vectra AI, Inc.",TRUE,1,2012
12364,#########,"(u'620307781',)",Private Investment,1.00E+08,42d56e97a2aca0a50843bf29728f4005,United States,"Threat, Network security, Cybersecurity, Security solutions","Vectra AI, Inc.",TRUE,2,2019
12365,#########,"(u'312438126',)",Private Investment,43843279,42d56e97a2aca0a50843bf29728f4005,United States,"Threat, Network security, Cybersecurity, Security solutions","Vectra AI, Inc.",TRUE,1,2016
12366,#########,"(u'553593056',)",Private Investment,36000000,42d56e97a2aca0a50843bf29728f4005,United States,"Threat, Network security, Cybersecurity, Security solutions","Vectra AI, Inc.",TRUE,1,2018
12367,#########,"(u'638419656',)",Private Investment,880938,10a9dc08f468220e4878987aa57e2765,Australia,"Insurtech, Insurance industry, Underwriting, Insurance products",Floodmapp Holdings Pty Ltd,TRUE,3,2019
12368,#########,"(u'592208032',)",Private Investment,1032281,9c1bf3f7111825754b7034fe8fe97a1b,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Sentieo Inc.,TRUE,4,2018
12369,#########,"(u'557373992',)",Private Investment,6000000,9c1bf3f7111825754b7034fe8fe97a1b,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Sentieo Inc.,TRUE,1,2018
12370,#########,"(u'589576901',)",Private Investment,19000000,9c1bf3f7111825754b7034fe8fe97a1b,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Sentieo Inc.,TRUE,4,2018
12371,#########,"(u'637839482',)",Private Investment,10519104,9c1bf3f7111825754b7034fe8fe97a1b,United States,"Crypto, Wealth management, Traders, Cryptocurrency",Sentieo Inc.,TRUE,3,2019
12372,#########,"(u'637344974',)",Private Investment,9000000,f082d625434f0131a3ed9b4fcd36faf1,Japan,"Equity, Technology startups, Mentorship, Platform for startups","EDGEMATRIX Co., Ltd.",TRUE,3,2019
12373,#########,"(u'612007779',)",Private Investment,8250000,81c983160f134d162c1e009f8c94645e,China,"Drug, Cancer, Therapy, Genomic","Shanghai Polaris Biology Co., Ltd.",TRUE,1,2019
12374,#########,"(u'636566839',)",Private Investment,2800000,81c983160f134d162c1e009f8c94645e,China,"Drug, Cancer, Therapy, Genomic","Shanghai Polaris Biology Co., Ltd.",TRUE,3,2019
12375,#########,"(u'328960910',)",Private Investment,120000,f0125183f0088811013277f41f83318f,United States,"Lending, Loans, Credit score, Consumer finance",Stilt Inc.,TRUE,1,2016
12376,#########,"(u'639071927',)",Private Investment,0,f0125183f0088811013277f41f83318f,United States,"Lending, Loans, Credit score, Consumer finance",Stilt Inc.,TRUE,3,2019
12377,#########,"(u'431378286',)",Private Investment,2292006,f0125183f0088811013277f41f83318f,United States,"Lending, Loans, Credit score, Consumer finance",Stilt Inc.,TRUE,2,2017
12378,#########,"(u'639865104',)",Private Investment,560350,8443ede1e5653d84ab8010dbab9b215f,Italy,"Ecommerce, Marketing automation, Shoppers, Retail technology",ROIALTY s.r.l.,TRUE,3,2019
12379,#########,"(u'600094628',)",Private Investment,2910234,153647cd5855e25a57da2a32f6c1023b,China,"Facial, Face recognition, Law enforcement, Video surveillance","Chengdu Dingding Technology Co., Ltd.",TRUE,3,2019
12380,#########,"(u'574233567',)",Merger/Acquisition,13817326,d487a858ed2e5eb83cfc56f25b2e33d8,United States,"Influencer, Social media marketing, Content marketing, Advertisers",Substantially All of the Assets of Stone Temple Consulting Corporation,TRUE,3,2018
12381,#########,"(u'565076256',)",Private Investment,2850000,5d5e784f9fe6fda448956b45fafa4b5d,Canada,"Agriculture, Farmers, Farming, Crop",MotorLeaf,TRUE,2,2018
12382,#########,"(u'376865161',)",Private Investment,76703,5d5e784f9fe6fda448956b45fafa4b5d,Canada,"Agriculture, Farmers, Farming, Crop",MotorLeaf,TRUE,3,2016
12383,#########,"(u'534272220',)",Private Investment,1000000,5d5e784f9fe6fda448956b45fafa4b5d,Canada,"Agriculture, Farmers, Farming, Crop",MotorLeaf,TRUE,4,2016
12384,#########,"(u'321253368',)",Private Investment,570493,f3bca079684c8e8e4cee8c0710e68d1e,Spain,"Medical device, Surgical, Blood, Cardiac",Transmural Biotech S.L.,TRUE,4,2015
12385,#########,"(u'308410330',)",Private Investment,166528,f3bca079684c8e8e4cee8c0710e68d1e,Spain,"Medical device, Surgical, Blood, Cardiac",Transmural Biotech S.L.,TRUE,3,2015
12386,#########,"(u'600618524',)",Private Investment,1700000,04b6205b899b5b11e93c0d3f7314b8a2,United States,"Sentiment, Customer feedback, Employee experience, Text analytics",Valued,TRUE,1,2019
12387,#########,"(u'245236001',)",Public Offering,58500000,e917e28db65f08c5823451911a1a1ada,Luxembourg,"Data centers, Migration, Cloud management, Application performance",Globant S.A.,TRUE,3,2014
12388,#########,"(u'554760139',)",Private Investment,735000,61e561d0648e541df111b5c5f41f1cb8,United States,"Legal, Law, Contract management, Lawyers","Mindcrest, Inc.",TRUE,1,2018
12389,#########,"(u'270149471',)",Private Investment,2000000,26de9731b06b6b899ae7c1fbe308e313,Australia,"Player, Esports, Mobile games, Fans",Royal Wins Pty Ltd,TRUE,3,2014
12390,#########,"(u'222859639',)",Private Investment,8000000,34e1809ed8f4996e546443fbf3f46bc9,United States,"Energy management, Buildings, Renewable, Electricity","EcoFactor, Inc.",TRUE,4,2012
12391,#########,"(u'83920216',)",Private Investment,5900000,34e1809ed8f4996e546443fbf3f46bc9,United States,"Energy management, Buildings, Renewable, Electricity","EcoFactor, Inc.",TRUE,2,2010
12392,#########,"(u'248364950',)",Private Investment,10000000,34e1809ed8f4996e546443fbf3f46bc9,United States,"Energy management, Buildings, Renewable, Electricity","EcoFactor, Inc.",TRUE,4,2013
12393,#########,"(u'621127656',)",Merger/Acquisition,0,34e1809ed8f4996e546443fbf3f46bc9,United States,"Energy management, Buildings, Renewable, Electricity","EcoFactor, Inc.",TRUE,2,2019
12394,#########,"(u'140716572',)",Public Offering,25128186,2f78df82e7af0e0f9f2d5e59d57aa7a4,Canada,"Facial, Face recognition, Law enforcement, Video surveillance",Avigilon Corporation,TRUE,4,2011
12395,#########,"(u'143253673',)",Private Investment,0,2f78df82e7af0e0f9f2d5e59d57aa7a4,Canada,"Facial, Face recognition, Law enforcement, Video surveillance",Avigilon Corporation,TRUE,4,2011
12396,#########,"(u'551402318',)",Merger/Acquisition,1.10E+09,2f78df82e7af0e0f9f2d5e59d57aa7a4,Canada,"Facial, Face recognition, Law enforcement, Video surveillance",Avigilon Corporation,TRUE,1,2018
12397,#########,"(u'428760792',)",Minority Stake,0,2f78df82e7af0e0f9f2d5e59d57aa7a4,Canada,"Facial, Face recognition, Law enforcement, Video surveillance",Avigilon Corporation,TRUE,2,2017
12398,#########,"(u'572578608',)",Public Offering,1.63E+09,d540893c28d29f7fd7738fc589e92a73,China,"Fashion, Visual search, Shoes, Apparel",Pinduoduo Inc.,TRUE,3,2018
12399,#########,"(u'376507390',)",Private Investment,1.10E+08,d540893c28d29f7fd7738fc589e92a73,China,"Fashion, Visual search, Shoes, Apparel",Pinduoduo Inc.,TRUE,4,2015
12400,#########,"(u'575964347',)",Private Investment,8000000,d540893c28d29f7fd7738fc589e92a73,China,"Fashion, Visual search, Shoes, Apparel",Pinduoduo Inc.,TRUE,3,2015
12401,#########,"(u'590607883',)",Private Investment,1000000,9c7a4bc99d824ef83903ef8f4cc9bbe9,South Korea,"Fraud detection, Merchants, Laundering, Personal finance",Who's Good,TRUE,1,2018
12402,#########,"(u'590953184',)",Private Investment,740656,bf17c72e747f4ef47b328e0a7cb44095,Germany,"Threat, Network security, Cybersecurity, Security solutions",Brighter AI Technologies GmbH,TRUE,4,2018
12403,#########,"(u'631249149',)",Private Investment,0,bf17c72e747f4ef47b328e0a7cb44095,Germany,"Threat, Network security, Cybersecurity, Security solutions",Brighter AI Technologies GmbH,TRUE,3,2019
12404,#########,"(u'545506876',)",Private Investment,25000,d45d41c8234ad3bb7eedd9a37d03273b,Singapore,"Insurtech, Insurance industry, Underwriting, Insurance products",Aureus Analytics Pvt. Ltd.,TRUE,2,2018
12405,#########,"(u'600629092',)",Private Investment,3100000,d45d41c8234ad3bb7eedd9a37d03273b,Singapore,"Insurtech, Insurance industry, Underwriting, Insurance products",Aureus Analytics Pvt. Ltd.,TRUE,1,2019
12406,#########,"(u'278401923',)",Private Investment,808211,d45d41c8234ad3bb7eedd9a37d03273b,Singapore,"Insurtech, Insurance industry, Underwriting, Insurance products",Aureus Analytics Pvt. Ltd.,TRUE,4,2014
12407,#########,"(u'586261938',)",Private Investment,500575,3a96ea768f0670c74d9385e2cfa55487,India,"Editing, Instagram, Photo sharing, Reserve a table",Betterhalf Private Limited,TRUE,4,2018
12408,#########,"(u'541784181',)",Private Investment,1499996,1358f0ef4340c4721ac2340ed89f6e14,United States,"Student, Edtech, Children, Career","Jio, Inc.",TRUE,4,2017
12409,#########,"(u'369150992',)",Private Investment,1200000,1358f0ef4340c4721ac2340ed89f6e14,United States,"Student, Edtech, Children, Career","Jio, Inc.",TRUE,2,2016
12410,#########,"(u'369142923',)",Private Investment,20000,1358f0ef4340c4721ac2340ed89f6e14,United States,"Student, Edtech, Children, Career","Jio, Inc.",TRUE,3,2016
12411,#########,"(u'591300799',)",Private Investment,6500000,1358f0ef4340c4721ac2340ed89f6e14,United States,"Student, Edtech, Children, Career","Jio, Inc.",TRUE,4,2018
12412,#########,"(u'418104086',)",Private Investment,4757500,1358f0ef4340c4721ac2340ed89f6e14,United States,"Student, Edtech, Children, Career","Jio, Inc.",TRUE,1,2017
12413,#########,"(u'403972651',)",Private Investment,2994012,d4645c937a58f33597292ac57f43a7b5,India,"Food and beverage, Kitchen, Grocery, Food delivery",RealBox Data Analytics Private Limited,TRUE,4,2016
12414,#########,"(u'297540741',)",Private Investment,1500000,a1f7abbcc00b2a4ebce2c48d153c2cf8,United States,"Wi fi, Indoor, Wifi, Lights",KISI Inc.,TRUE,2,2015
12415,#########,"(u'542267877',)",Merger/Acquisition,0,4ece7c19a272e4cea8d1afb59cc8dc66,United States,"Augmented reality, Vr, Virtual reality, Ar",Pulse Evolution Corporation,TRUE,3,2018
12416,#########,"(u'570891922',)",Minority Stake,0,4ece7c19a272e4cea8d1afb59cc8dc66,United States,"Augmented reality, Vr, Virtual reality, Ar",Pulse Evolution Corporation,TRUE,2,2018
12417,#########,"(u'322359352',)",Private Investment,10000000,4ece7c19a272e4cea8d1afb59cc8dc66,United States,"Augmented reality, Vr, Virtual reality, Ar",Pulse Evolution Corporation,TRUE,1,2016
12418,#########,"(u'592575887',)",Private Investment,23081695,7b3cb80d0b74d252fcd103fa627a6b40,China,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring",DataGrand Tech Inc.,TRUE,4,2018
12419,#########,"(u'428111375',)",Private Investment,0,7b3cb80d0b74d252fcd103fa627a6b40,China,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring",DataGrand Tech Inc.,TRUE,2,2017
12420,#########,"(u'278311877',)",Private Investment,1130001,184da7135e429bcd30119982668afd41,United States,"Meetings, Sales automation, Prospects, Sales teams",MightySignal,TRUE,1,2015
12421,#########,"(u'283648358',)",Private Investment,1200000,184da7135e429bcd30119982668afd41,United States,"Meetings, Sales automation, Prospects, Sales teams",MightySignal,TRUE,1,2015
12422,#########,"(u'418919416',)",Private Investment,3458938,184da7135e429bcd30119982668afd41,United States,"Meetings, Sales automation, Prospects, Sales teams",MightySignal,TRUE,1,2017
12423,#########,"(u'270119413',)",Private Investment,18000,184da7135e429bcd30119982668afd41,United States,"Meetings, Sales automation, Prospects, Sales teams",MightySignal,TRUE,4,2014
12424,#########,"(u'325494925',)",Private Investment,3605298,f072a7ab21863edb666709b21475489e,United States,"Medical device, Surgical, Blood, Cardiac","Physiq, Inc.",TRUE,1,2016
12425,#########,"(u'269155469',)",Private Investment,4600000,f072a7ab21863edb666709b21475489e,United States,"Medical device, Surgical, Blood, Cardiac","Physiq, Inc.",TRUE,3,2014
12426,#########,"(u'532258427',)",Private Investment,8000000,f072a7ab21863edb666709b21475489e,United States,"Medical device, Surgical, Blood, Cardiac","Physiq, Inc.",TRUE,3,2017
12427,#########,"(u'432979102',)",Private Investment,6824361,f072a7ab21863edb666709b21475489e,United States,"Medical device, Surgical, Blood, Cardiac","Physiq, Inc.",TRUE,2,2017
12428,#########,"(u'603128522',)",Private Investment,4523863,8f4e8824b3361fc6fe6c1a9c704861b8,France,"Speech recognition, Musical, Podcasts, Songs",Antescofo SAS,TRUE,1,2019
12429,#########,"(u'565010098',)",Private Investment,11000000,6bef9b2f448d7f0e1d87ef9a217a9a21,United States,"Semiconductor, Chips, Processors, Low power","Beautiful Slides, Inc.",TRUE,2,2018
12430,#########,"(u'551976766',)",Private Investment,5300000,6bef9b2f448d7f0e1d87ef9a217a9a21,United States,"Semiconductor, Chips, Processors, Low power","Beautiful Slides, Inc.",TRUE,4,2016
12431,#########,"(u'432247004',)",Private Investment,40750000,76e87bcca8eee98a7dd14ceef98b3568,China,"Facial, Face recognition, Law enforcement, Video surveillance","Beijing OrionStar Technology Co., Ltd.",TRUE,4,2017
12432,#########,"(u'280326003',)",Private Investment,132984,0712b7e3db427822171f6b2d771aa971,Switzerland,"Fraud detection, Merchants, Laundering, Personal finance",ScanTrust SA,TRUE,4,2014
12433,#########,"(u'633198629',)",Private Investment,0,0712b7e3db427822171f6b2d771aa971,Switzerland,"Fraud detection, Merchants, Laundering, Personal finance",ScanTrust SA,TRUE,1,2019
12434,#########,"(u'295699868',)",Private Investment,1200000,0712b7e3db427822171f6b2d771aa971,Switzerland,"Fraud detection, Merchants, Laundering, Personal finance",ScanTrust SA,TRUE,2,2015
12435,#########,"(u'596836105',)",Private Investment,0,0712b7e3db427822171f6b2d771aa971,Switzerland,"Fraud detection, Merchants, Laundering, Personal finance",ScanTrust SA,TRUE,3,2017
12436,#########,"(u'543805141',)",Private Investment,4200000,0712b7e3db427822171f6b2d771aa971,Switzerland,"Fraud detection, Merchants, Laundering, Personal finance",ScanTrust SA,TRUE,4,2017
12437,#########,"(u'433251734',)",Private Investment,7889102,0021d208ab26eacdea02bc68cff8f732,France,"Student, Edtech, Children, Career",Clustree SA,TRUE,2,2017
12438,#########,"(u'274584809',)",Private Investment,803052,0021d208ab26eacdea02bc68cff8f732,France,"Student, Edtech, Children, Career",Clustree SA,TRUE,3,2014
12439,#########,"(u'314157192',)",Private Investment,2859921,0021d208ab26eacdea02bc68cff8f732,France,"Student, Edtech, Children, Career",Clustree SA,TRUE,4,2015
12440,#########,"(u'424873835',)",Merger/Acquisition,10000000,1ed53dd405af7573fe6bab6f96034663,Israel,"Advertisers, Programmatic, Mobile advertising, Real time bidding",Aditor LTD,TRUE,1,2017
12441,#########,"(u'571519838',)",Private Investment,0,bafd17df3b7241728ad2f2b0d3c2246b,China,"Facial, Face recognition, Law enforcement, Video surveillance","Hangzhou Shulan Technology Co., Ltd.",TRUE,2,2018
12442,#########,"(u'605402655',)",Private Investment,14908684,bafd17df3b7241728ad2f2b0d3c2246b,China,"Facial, Face recognition, Law enforcement, Video surveillance","Hangzhou Shulan Technology Co., Ltd.",TRUE,1,2019
12443,#########,"(u'632287331',)",Private Investment,4100000,c8429303afb96b5ff0f376cc5b3a8dbb,United States,"Recruiting, Candidate, Hiring process, Recruiters","Crosschq, Inc.",TRUE,3,2019
12444,#########,"(u'238180339',)",Merger/Acquisition,6500000,4438f42a32c4468920972f34f82cf06d,Iceland,"Sentiment, Customer feedback, Employee experience, Text analytics",CLARA ehf,TRUE,2,2013
12445,#########,"(u'544468298',)",Private Investment,4000000,53ec36dad5b64d9c131f84440fd1248b,Israel,"Wellness, Wearable, Fitness, Emotions",Coneuron,TRUE,4,2017
12446,#########,"(u'607661931',)",Private Investment,3200000,5ee5e2101e6be320802f032a6039c3de,Canada,"Wi fi, Indoor, Wifi, Lights",InnerSpace Technologies Inc.,TRUE,1,2019
12447,#########,"(u'410276150',)",Private Investment,150000,5ee5e2101e6be320802f032a6039c3de,Canada,"Wi fi, Indoor, Wifi, Lights",InnerSpace Technologies Inc.,TRUE,1,2017
12448,#########,"(u'588223889',)",Private Investment,8000000,f9b461c21879ceb71a78a16332155228,United States,"Sql, Hadoop, Python, Data preparation","Ople, Inc.",TRUE,4,2018
12449,#########,"(u'614568223',)",Private Investment,0,f9b461c21879ceb71a78a16332155228,United States,"Sql, Hadoop, Python, Data preparation","Ople, Inc.",TRUE,3,2018
12450,#########,"(u'613602426',)",Private Investment,7000000,ef14310d7d626b23b7543a523490ff8f,United States,"Gas, Predictive maintenance, Industrial automation, Machinery",Novi Labs LLC,TRUE,2,2019
12451,#########,"(u'536632388',)",Private Investment,0,ef14310d7d626b23b7543a523490ff8f,United States,"Gas, Predictive maintenance, Industrial automation, Machinery",Novi Labs LLC,TRUE,3,2017
12452,#########,"(u'553037553',)",Private Investment,18000000,8e1dfbc6dded355fba67f4369eb52263,United States,"Recruiting, Candidate, Hiring process, Recruiters",Uncommon Inc.,TRUE,1,2018
12453,#########,"(u'615067587',)",Private Investment,2900000,924bb0470ecb29cc1768126179205aaf,China,"Facial, Face recognition, Law enforcement, Video surveillance","Jishang Network Technology (Shanghai) Co., Ltd.",TRUE,2,2019
12454,#########,"(u'578435690',)",Private Investment,120000,ea4f57263af14037dc911a38d96e4f96,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","Phiar Technologies, Inc.",TRUE,3,2018
12455,#########,"(u'593101489',)",Private Investment,3000000,ea4f57263af14037dc911a38d96e4f96,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","Phiar Technologies, Inc.",TRUE,4,2018
12456,#########,"(u'372632820',)",Private Investment,3000000,b61d1600ae44dc331328131643d3360d,United States,"Sql, Hadoop, Python, Data preparation",Butter AI Corporation,TRUE,3,2016
12457,#########,"(u'573558477',)",Merger/Acquisition,0,b61d1600ae44dc331328131643d3360d,United States,"Sql, Hadoop, Python, Data preparation",Butter AI Corporation,TRUE,3,2018
12458,#########,"(u'376457806',)",Private Investment,0,b61d1600ae44dc331328131643d3360d,United States,"Sql, Hadoop, Python, Data preparation",Butter AI Corporation,TRUE,3,2016
12459,#########,"(u'566771400',)",Private Investment,2200000,fcaedc87d86ca6f446f316015d146abe,United States,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",Pensa SYSTEMS Inc.,TRUE,2,2018
12460,#########,"(u'598263882',)",Private Investment,5000000,fcaedc87d86ca6f446f316015d146abe,United States,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",Pensa SYSTEMS Inc.,TRUE,1,2019
12461,#########,"(u'571975151',)",Private Investment,941620,50d57b0a3671870feec186be5fe6ed94,Denmark,"Lending, Loans, Credit score, Consumer finance",hiveonline ApS,TRUE,4,2017
12462,#########,"(u'245954764',)",Private Investment,1115120,4b451153b61f62df149301acb84897c9,France,"Crypto, Wealth management, Traders, Cryptocurrency",Cliris SAS,TRUE,3,2013
12463,#########,"(u'143112047',)",Private Investment,201708,4b451153b61f62df149301acb84897c9,France,"Crypto, Wealth management, Traders, Cryptocurrency",Cliris SAS,TRUE,3,2011
12464,#########,"(u'428828566',)",Private Investment,500000,6ac3415db7062678794238b3f04f92e8,United States,"Wellness, Wearable, Fitness, Emotions","One Stone Technology, LLC",TRUE,4,2018
